Data;Nr. Operações;Volume;Média;Fator Diário;Mínima;Máxima;Moda;Dsv Pdr;Taxa SELIC
14/06/2019;6;3.499.025;6,40;1,00024620;-;-;-;-;6,40
17/06/2019;7;3.467.828;6,40;1,00024620;-;-;-;-;6,40
18/06/2019;8;3.461.402;6,40;1,00024620;-;-;-;-;6,40
19/06/2019;6;3.287.855;6,40;1,00024620;-;-;-;-;6,40
21/06/2019;7;3.429.402;6,40;1,00024620;-;-;-;-;6,40
24/06/2019;6;3.487.363;6,40;1,00024620;-;-;-;-;6,40
25/06/2019;6;3.470.577;6,40;1,00024620;-;-;-;-;6,40
26/06/2019;6;3.416.428;6,40;1,00024620;-;-;-;-;6,40
27/06/2019;7;3.435.780;6,40;1,00024620;-;-;-;-;6,40
28/06/2019;6;3.249.399;6,40;1,00024620;-;-;-;-;6,40
01/07/2019;5;3.308.518;6,40;1,00024620;-;-;-;-;6,40
02/07/2019;6;3.524.868;6,40;1,00024620;-;-;-;-;6,40
03/07/2019;7;3.947.117;6,40;1,00024620;-;-;-;-;6,40
04/07/2019;6;3.905.082;6,40;1,00024620;-;-;-;-;6,40
05/07/2019;5;3.807.886;6,40;1,00024620;-;-;-;-;6,40
08/07/2019;6;3.831.980;6,40;1,00024620;-;-;-;-;6,40
09/07/2019;7;3.819.084;6,40;1,00024620;-;-;-;-;6,40
10/07/2019;6;3.710.362;6,40;1,00024620;-;-;-;-;6,40
11/07/2019;6;3.725.917;6,40;1,00024620;-;-;-;-;6,40
12/07/2019;5;3.679.946;6,40;1,00024620;-;-;-;-;6,40
15/07/2019;5;3.583.920;6,40;1,00024620;-;-;-;-;6,40
16/07/2019;6;3.590.515;6,40;1,00024620;-;-;-;-;6,40
17/07/2019;5;3.560.809;6,40;1,00024620;-;-;-;-;6,40
18/07/2019;6;3.548.189;6,40;1,00024620;-;-;-;-;6,40
19/07/2019;6;3.517.119;6,40;1,00024620;-;-;-;-;6,40
22/07/2019;6;3.673.553;6,40;1,00024620;-;-;-;-;6,40
23/07/2019;5;3.635.117;6,40;1,00024620;-;-;-;-;6,40
24/07/2019;5;3.634.943;6,40;1,00024620;-;-;-;-;6,40
25/07/2019;6;3.641.033;6,40;1,00024620;-;-;-;-;6,40
26/07/2019;6;3.598.578;6,40;1,00024620;-;-;-;-;6,40
29/07/2019;6;3.469.168;6,40;1,00024620;-;-;-;-;6,40
30/07/2019;7;3.448.006;6,40;1,00024620;-;-;-;-;6,40
31/07/2019;4;3.367.157;6,40;1,00024620;-;-;-;-;6,40
01/08/2019;4;3.362.785;5,90;1,00022751;-;-;-;-;5,90
02/08/2019;4;3.598.688;5,90;1,00022751;-;-;-;-;5,90
05/08/2019;5;3.867.363;5,90;1,00022751;-;-;-;-;5,90
06/08/2019;5;3.816.086;5,90;1,00022751;-;-;-;-;5,90
07/08/2019;4;3.711.415;5,90;1,00022751;-;-;-;-;5,90
08/08/2019;4;3.683.006;5,90;1,00022751;-;-;-;-;5,90
09/08/2019;4;3.675.861;5,90;1,00022751;-;-;-;-;5,90
12/08/2019;6;3.640.857;5,90;1,00022751;-;-;-;-;5,90
13/08/2019;4;3.601.544;5,90;1,00022751;-;-;-;-;5,90
14/08/2019;3;3.408.126;5,90;1,00022751;-;-;-;-;5,90
15/08/2019;5;3.382.592;5,90;1,00022751;-;-;-;-;5,90
16/08/2019;5;3.395.544;5,90;1,00022751;-;-;-;-;5,90
19/08/2019;5;3.318.934;5,90;1,00022751;-;-;-;-;5,90
20/08/2019;3;3.292.477;5,90;1,00022751;-;-;-;-;5,90
21/08/2019;4;3.257.308;5,90;1,00022751;-;-;-;-;5,90
22/08/2019;7;3.368.869;5,90;1,00022751;-;-;-;-;5,90
23/08/2019;8;3.421.707;5,90;1,00022751;-;-;-;-;5,90
26/08/2019;8;3.468.010;5,90;1,00022751;-;-;-;-;5,90
27/08/2019;5;3.583.970;5,90;1,00022751;-;-;-;-;5,90
28/08/2019;6;3.473.776;5,90;1,00022751;-;-;-;-;5,90
29/08/2019;6;3.476.722;5,90;1,00022751;-;-;-;-;5,90
30/08/2019;6;3.444.876;5,90;1,00022751;-;-;-;-;5,90
02/09/2019;7;3.470.910;5,90;1,00022751;-;-;-;-;5,90
03/09/2019;8;3.683.400;5,90;1,00022751;-;-;-;-;5,90
04/09/2019;8;3.902.617;5,90;1,00022751;-;-;-;-;5,90
05/09/2019;6;3.884.674;5,90;1,00022751;-;-;-;-;5,90
06/09/2019;7;3.799.798;5,90;1,00022751;-;-;-;-;5,90
09/09/2019;5;3.819.443;5,90;1,00022751;-;-;-;-;5,90
10/09/2019;5;3.779.179;5,90;1,00022751;-;-;-;-;5,90
11/09/2019;5;3.743.548;5,90;1,00022751;-;-;-;-;5,90
12/09/2019;4;3.680.646;5,90;1,00022751;-;-;-;-;5,90
13/09/2019;7;3.663.397;5,90;1,00022751;-;-;-;-;5,90
16/09/2019;6;3.619.967;5,90;1,00022751;-;-;-;-;5,90
17/09/2019;4;3.542.797;5,90;1,00022751;-;-;-;-;5,90
18/09/2019;4;3.531.747;5,90;1,00022751;-;-;-;-;5,90
19/09/2019;7;3.529.748;5,40;1,00020872;-;-;-;-;5,40
20/09/2019;8;3.535.467;5,40;1,00020872;-;-;-;-;5,40
23/09/2019;6;3.514.182;5,40;1,00020872;-;-;-;-;5,40
24/09/2019;5;3.519.687;5,40;1,00020872;-;-;-;-;5,40
25/09/2019;5;3.511.241;5,40;1,00020872;-;-;-;-;5,40
26/09/2019;4;3.403.249;5,40;1,00020872;-;-;-;-;5,40
27/09/2019;5;3.462.964;5,40;1,00020872;-;-;-;-;5,40
30/09/2019;5;3.428.797;5,40;1,00020872;-;-;-;-;5,40
01/10/2019;3;3.401.372;5,40;1,00020872;-;-;-;-;5,40
02/10/2019;3;3.603.960;5,40;1,00020872;-;-;-;-;5,40
03/10/2019;4;3.854.593;5,40;1,00020872;-;-;-;-;5,40
04/10/2019;6;3.843.379;5,40;1,00020872;-;-;-;-;5,40
07/10/2019;5;3.707.207;5,40;1,00020872;-;-;-;-;5,40
08/10/2019;5;3.724.400;5,40;1,00020872;-;-;-;-;5,40
09/10/2019;5;3.641.535;5,40;1,00020872;-;-;-;-;5,40
10/10/2019;6;3.614.580;5,40;1,00020872;-;-;-;-;5,40
11/10/2019;5;3.645.875;5,40;1,00020872;-;-;-;-;5,40
14/10/2019;9;3.604.466;5,40;1,00020872;-;-;-;-;5,40
15/10/2019;7;3.550.198;5,40;1,00020872;-;-;-;-;5,40
16/10/2019;6;3.550.254;5,40;1,00020872;-;-;-;-;5,40
17/10/2019;6;3.547.818;5,40;1,00020872;-;-;-;-;5,40
18/10/2019;6;3.511.399;5,40;1,00020872;-;-;-;-;5,40
21/10/2019;6;3.512.949;5,40;1,00020872;-;-;-;-;5,40
22/10/2019;5;3.486.341;5,40;1,00020872;-;-;-;-;5,40
23/10/2019;6;3.463.707;5,40;1,00020872;-;-;-;-;5,40
24/10/2019;7;3.458.726;5,40;1,00020872;-;-;-;-;5,40
25/10/2019;7;3.443.690;5,40;1,00020872;-;-;-;-;5,40
28/10/2019;8;3.432.792;5,40;1,00020872;-;-;-;-;5,40
29/10/2019;5;3.338.778;5,40;1,00020872;-;-;-;-;5,40
30/10/2019;6;3.337.942;5,40;1,00020872;-;-;-;-;5,40
31/10/2019;6;3.311.311;4,90;1,00018985;-;-;-;-;4,90
01/11/2019;6;3.326.755;4,90;1,00018985;-;-;-;-;4,90
04/11/2019;6;3.572.942;4,90;1,00018985;-;-;-;-;4,90
05/11/2019;6;3.753.586;4,90;1,00018985;-;-;-;-;4,90
06/11/2019;7;3.710.790;4,90;1,00018985;-;-;-;-;4,90
07/11/2019;5;3.627.431;4,90;1,00018985;-;-;-;-;4,90
08/11/2019;6;3.609.850;4,90;1,00018985;-;-;-;-;4,90
11/11/2019;7;3.665.790;4,90;1,00018985;-;-;-;-;4,90
12/11/2019;6;3.577.271;4,90;1,00018985;-;-;-;-;4,90
13/11/2019;6;3.512.745;4,90;1,00018985;-;-;-;-;4,90
14/11/2019;8;3.527.417;4,90;1,00018985;-;-;-;-;4,90
18/11/2019;6;3.530.421;4,90;1,00018985;-;-;-;-;4,90
19/11/2019;5;3.473.818;4,90;1,00018985;-;-;-;-;4,90
20/11/2019;7;3.436.027;4,90;1,00018985;-;-;-;-;4,90
21/11/2019;6;3.415.904;4,90;1,00018985;-;-;-;-;4,90
22/11/2019;8;3.431.267;4,90;1,00018985;-;-;-;-;4,90
25/11/2019;5;3.457.634;4,90;1,00018985;-;-;-;-;4,90
26/11/2019;7;3.401.733;4,90;1,00018985;-;-;-;-;4,90
27/11/2019;6;3.373.838;4,90;1,00018985;-;-;-;-;4,90
28/11/2019;6;3.338.607;4,90;1,00018985;-;-;-;-;4,90
29/11/2019;5;3.315.868;4,90;1,00018985;-;-;-;-;4,90
02/12/2019;6;3.476.221;4,90;1,00018985;-;-;-;-;4,90
03/12/2019;5;3.665.907;4,90;1,00018985;-;-;-;-;4,90
04/12/2019;7;3.944.054;4,90;1,00018985;-;-;-;-;4,90
05/12/2019;9;3.900.237;4,90;1,00018985;-;-;-;-;4,90
06/12/2019;7;3.887.961;4,90;1,00018985;-;-;-;-;4,90
09/12/2019;8;3.845.854;4,90;1,00018985;-;-;-;-;4,90
10/12/2019;7;3.828.006;4,90;1,00018985;-;-;-;-;4,90
11/12/2019;7;3.764.204;4,90;1,00018985;-;-;-;-;4,90
12/12/2019;6;3.708.057;4,40;1,00017089;-;-;-;-;4,40
13/12/2019;8;3.713.670;4,40;1,00017089;-;-;-;-;4,40
16/12/2019;6;3.664.867;4,40;1,00017089;-;-;-;-;4,40
17/12/2019;8;3.695.081;4,40;1,00017089;-;-;-;-;4,40
18/12/2019;7;3.642.769;4,40;1,00017089;-;-;-;-;4,40
19/12/2019;6;3.532.600;4,40;1,00017089;-;-;-;-;4,40
20/12/2019;9;3.634.808;4,40;1,00017089;-;-;-;-;4,40
23/12/2019;8;3.660.487;4,40;1,00017089;-;-;-;-;4,40
24/12/2019;8;3.678.679;4,40;1,00017089;-;-;-;-;4,40
26/12/2019;7;3.635.981;4,40;1,00017089;-;-;-;-;4,40
27/12/2019;6;3.557.494;4,40;1,00017089;-;-;-;-;4,40
30/12/2019;7;3.493.100;4,40;1,00017089;-;-;-;-;4,40
31/12/2019;8;3.497.815;4,40;1,00017089;-;-;-;-;4,40
02/01/2020;9;3.545.440;4,40;1,00017089;-;-;-;-;4,40
03/01/2020;7;3.695.844;4,40;1,00017089;-;-;-;-;4,40
06/01/2020;10;4.135.303;4,40;1,00017089;-;-;-;-;4,40
07/01/2020;10;4.057.216;4,40;1,00017089;-;-;-;-;4,40
08/01/2020;9;3.912.014;4,40;1,00017089;-;-;-;-;4,40
09/01/2020;8;3.903.517;4,40;1,00017089;-;-;-;-;4,40
10/01/2020;8;3.919.641;4,40;1,00017089;-;-;-;-;4,40
13/01/2020;9;3.861.094;4,40;1,00017089;-;-;-;-;4,40
14/01/2020;7;3.823.868;4,40;1,00017089;-;-;-;-;4,40
15/01/2020;10;3.807.834;4,40;1,00017089;-;-;-;-;4,40
16/01/2020;9;3.809.537;4,40;1,00017089;-;-;-;-;4,40
17/01/2020;9;3.804.948;4,40;1,00017089;-;-;-;-;4,40
20/01/2020;10;3.677.560;4,40;1,00017089;-;-;-;-;4,40
21/01/2020;9;3.802.279;4,40;1,00017089;-;-;-;-;4,40
22/01/2020;9;3.806.428;4,40;1,00017089;-;-;-;-;4,40
23/01/2020;9;3.695.570;4,40;1,00017089;-;-;-;-;4,40
24/01/2020;9;3.677.139;4,40;1,00017089;-;-;-;-;4,40
27/01/2020;9;3.625.498;4,40;1,00017089;-;-;-;-;4,40
28/01/2020;6;3.512.788;4,40;1,00017089;-;-;-;-;4,40
29/01/2020;8;3.543.266;4,40;1,00017089;-;-;-;-;4,40
30/01/2020;9;3.392.283;4,40;1,00017089;-;-;-;-;4,40
31/01/2020;10;3.447.911;4,40;1,00017089;-;-;-;-;4,40
03/02/2020;8;3.436.601;4,40;1,00017089;-;-;-;-;4,40
04/02/2020;7;3.576.277;4,40;1,00017089;-;-;-;-;4,40
05/02/2020;8;3.779.647;4,40;1,00017089;-;-;-;-;4,40
06/02/2020;6;3.751.236;4,15;1,00016137;-;-;-;-;4,15
07/02/2020;7;3.799.045;4,15;1,00016137;-;-;-;-;4,15
10/02/2020;7;3.828.423;4,15;1,00016137;-;-;-;-;4,15
11/02/2020;8;3.824.653;4,15;1,00016137;-;-;-;-;4,15
12/02/2020;7;3.733.717;4,15;1,00016137;-;-;-;-;4,15
13/02/2020;7;3.712.095;4,15;1,00016137;-;-;-;-;4,15
14/02/2020;7;4.143.454;4,15;1,00016137;-;-;-;-;4,15
17/02/2020;8;4.145.034;4,15;1,00016137;-;-;-;-;4,15
18/02/2020;3;3.748.518;4,15;1,00016137;-;-;-;-;4,15
19/02/2020;7;3.721.777;4,15;1,00016137;-;-;-;-;4,15
20/02/2020;8;3.546.612;4,15;1,00016137;-;-;-;-;4,15
21/02/2020;10;3.596.386;4,15;1,00016137;-;-;-;-;4,15
26/02/2020;10;3.717.236;4,15;1,00016137;-;-;-;-;4,15
27/02/2020;8;3.551.457;4,15;1,00016137;-;-;-;-;4,15
28/02/2020;6;3.443.718;4,15;1,00016137;-;-;-;-;4,15
02/03/2020;10;3.591.455;4,15;1,00016137;-;-;-;-;4,15
03/03/2020;8;3.796.590;4,15;1,00016137;-;-;-;-;4,15
04/03/2020;8;3.990.457;4,15;1,00016137;-;-;-;-;4,15
05/03/2020;8;3.989.352;4,15;1,00016137;-;-;-;-;4,15
06/03/2020;9;3.964.890;4,15;1,00016137;-;-;-;-;4,15
09/03/2020;8;3.861.773;4,15;1,00016137;-;-;-;-;4,15
10/03/2020;6;3.834.749;4,15;1,00016137;-;-;-;-;4,15
11/03/2020;6;3.826.501;4,15;1,00016137;-;-;-;-;4,15
12/03/2020;6;3.784.856;4,15;1,00016137;-;-;-;-;4,15
13/03/2020;8;3.725.272;4,15;1,00016137;-;-;-;-;4,15
16/03/2020;6;3.560.145;4,15;1,00016137;-;-;-;-;4,15
17/03/2020;6;3.603.554;4,15;1,00016137;-;-;-;-;4,15
18/03/2020;6;3.551.504;4,15;1,00016137;-;-;-;-;4,15
19/03/2020;7;3.572.099;3,65;1,00014227;-;-;-;-;3,65
20/03/2020;6;3.313.665;3,65;1,00014227;-;-;-;-;3,65
23/03/2020;5;3.304.997;3,65;1,00014227;-;-;-;-;3,65
24/03/2020;6;3.399.576;3,65;1,00014227;-;-;-;-;3,65
25/03/2020;5;3.363.315;3,65;1,00014227;-;-;-;-;3,65
26/03/2020;5;3.294.325;3,65;1,00014227;-;-;-;-;3,65
27/03/2020;5;3.231.268;3,65;1,00014227;-;-;-;-;3,65
30/03/2020;4;3.143.580;3,65;1,00014227;-;-;-;-;3,65
31/03/2020;5;3.089.241;3,65;1,00014227;-;-;-;-;3,65
01/04/2020;5;3.075.803;3,65;1,00014227;-;-;-;-;3,65
02/04/2020;4;3.225.005;3,65;1,00014227;-;-;-;-;3,65
03/04/2020;6;3.456.114;3,65;1,00014227;-;-;-;-;3,65
06/04/2020;7;3.464.618;3,65;1,00014227;-;-;-;-;3,65
07/04/2020;5;3.316.744;3,65;1,00014227;-;-;-;-;3,65
08/04/2020;5;3.307.983;3,65;1,00014227;-;-;-;-;3,65
09/04/2020;3;3.264.734;3,65;1,00014227;-;-;-;-;3,65
13/04/2020;4;3.166.936;3,65;1,00014227;-;-;-;-;3,65
14/04/2020;3;3.118.093;3,65;1,00014227;-;-;-;-;3,65
15/04/2020;4;3.090.053;3,65;1,00014227;-;-;-;-;3,65
16/04/2020;4;3.123.640;3,65;1,00014227;-;-;-;-;3,65
17/04/2020;4;3.088.233;3,65;1,00014227;-;-;-;-;3,65
20/04/2020;5;3.017.613;3,65;1,00014227;-;-;-;-;3,65
22/04/2020;4;2.993.705;3,65;1,00014227;-;-;-;-;3,65
23/04/2020;4;2.974.216;3,65;1,00014227;-;-;-;-;3,65
24/04/2020;4;2.928.143;3,65;1,00014227;-;-;-;-;3,65
27/04/2020;5;2.936.455;3,65;1,00014227;-;-;-;-;3,65
28/04/2020;5;2.915.571;3,65;1,00014227;-;-;-;-;3,65
29/04/2020;5;2.908.134;3,65;1,00014227;-;-;-;-;3,65
30/04/2020;3;2.790.255;3,65;1,00014227;-;-;-;-;3,65
04/05/2020;4;2.848.768;3,65;1,00014227;-;-;-;-;3,65
05/05/2020;4;3.018.904;3,65;1,00014227;-;-;-;-;3,65
06/05/2020;4;3.190.322;3,65;1,00014227;-;-;-;-;3,65
07/05/2020;4;3.179.850;2,90;1,00011345;-;-;-;-;2,90
08/05/2020;4;3.302.413;2,90;1,00011345;-;-;-;-;2,90
11/05/2020;5;3.306.545;2,90;1,00011345;-;-;-;-;2,90
12/05/2020;5;3.327.524;2,90;1,00011345;-;-;-;-;2,90
13/05/2020;5;3.203.579;2,90;1,00011345;-;-;-;-;2,90
14/05/2020;4;3.196.222;2,90;1,00011345;-;-;-;-;2,90
15/05/2020;5;3.086.593;2,90;1,00011345;-;-;-;-;2,90
18/05/2020;5;3.135.071;2,90;1,00011345;-;-;-;-;2,90
19/05/2020;4;2.941.137;2,90;1,00011345;-;-;-;-;2,90
20/05/2020;4;2.914.128;2,90;1,00011345;-;-;-;-;2,90
21/05/2020;5;2.952.075;2,90;1,00011345;-;-;-;-;2,90
22/05/2020;4;2.901.393;2,90;1,00011345;-;-;-;-;2,90
25/05/2020;4;2.857.441;2,90;1,00011345;-;-;-;-;2,90
26/05/2020;5;2.882.914;2,90;1,00011345;-;-;-;-;2,90
27/05/2020;5;2.863.055;2,90;1,00011345;-;-;-;-;2,90
28/05/2020;5;2.825.283;2,90;1,00011345;-;-;-;-;2,90
29/05/2020;6;2.842.641;2,90;1,00011345;-;-;-;-;2,90
01/06/2020;5;2.834.127;2,90;1,00011345;-;-;-;-;2,90
02/06/2020;5;3.023.645;2,90;1,00011345;-;-;-;-;2,90
03/06/2020;4;3.219.373;2,90;1,00011345;-;-;-;-;2,90
04/06/2020;4;3.235.302;2,90;1,00011345;-;-;-;-;2,90
05/06/2020;4;3.186.327;2,90;1,00011345;-;-;-;-;2,90
08/06/2020;3;3.161.152;2,90;1,00011345;-;-;-;-;2,90
09/06/2020;3;3.115.841;2,90;1,00011345;-;-;-;-;2,90
10/06/2020;3;3.077.931;2,90;1,00011345;-;-;-;-;2,90
12/06/2020;4;3.173.858;2,90;1,00011345;-;-;-;-;2,90
15/06/2020;5;3.132.254;2,90;1,00011345;-;-;-;-;2,90
16/06/2020;4;3.048.725;2,90;1,00011345;-;-;-;-;2,90
17/06/2020;4;2.998.717;2,90;1,00011345;-;-;-;-;2,90
18/06/2020;4;3.002.326;2,15;1,00008442;-;-;-;-;2,15
19/06/2020;5;3.046.188;2,15;1,00008442;-;-;-;-;2,15
22/06/2020;4;3.104.704;2,15;1,00008442;-;-;-;-;2,15
23/06/2020;4;3.069.233;2,15;1,00008442;-;-;-;-;2,15
24/06/2020;5;3.122.458;2,15;1,00008442;-;-;-;-;2,15
25/06/2020;3;3.041.158;2,15;1,00008442;-;-;-;-;2,15
26/06/2020;4;3.045.597;2,15;1,00008442;-;-;-;-;2,15
29/06/2020;5;3.076.693;2,15;1,00008442;-;-;-;-;2,15
30/06/2020;4;2.852.963;2,15;1,00008442;-;-;-;-;2,15
